순번,개설대학,개설학과전공,학수번호,분반,교과목명,이수구분,선택영역,"학년
(학기)",학점,이론,실습,"수업
유형","학점교류
수강가능",요일 및 강의시간,강의실,"메인
교수명",주관학과,수강대상및유의사항,강좌유형,사이버강좌,강의언어,"외국인
전용","내국인
전용"
482,대양휴머니티칼리지,대양휴머니티칼리지,003353,002,통계학개론,학문기초교양필수,,2,3.0,3,0,이론,,월 수 10:30~12:00,센B114,정승화,소프트웨어학과,소프트웨어학과2 대상강좌,,,한국어,,
483,대양휴머니티칼리지,대양휴머니티칼리지,003353,003,통계학개론,학문기초교양필수,,2,3.0,3,0,이론,,화 목 13:30~15:00,영510,정슬기,환경에너지공간융합학과,환경에너지공간융합학과2 대상강좌,,,한국어,,
484,대양휴머니티칼리지,대양휴머니티칼리지,011320,008,인공지능과빅데이터,학문기초교양필수,,2,3.0,2,1,이론+실험실습,,,,전창재,인공지능데이터사이언스학과,"창의소프트학1, 회화1, 패션디자인학1",,본교 e-러닝강의,한국어,,
485,대양휴머니티칼리지,대양휴머니티칼리지,011320,009,인공지능과빅데이터,학문기초교양필수,,2,3.0,2,1,이론+실험실습,,,,전창재,인공지능데이터사이언스학과,"음악1, 체육학1, 무용1, 영화예술학1",,본교 e-러닝강의,한국어,,
486,대양휴머니티칼리지,대양휴머니티칼리지,011320,010,인공지능과빅데이터,학문기초교양필수,,2,3.0,2,1,이론+실험실습,,,,전창재,인공지능데이터사이언스학과,"미디어커뮤니케이션학2, 경영학2,경제학2",,본교 e-러닝강의,한국어,,
487,대양휴머니티칼리지,대양휴머니티칼리지,011320,011,인공지능과빅데이터,학문기초교양필수,,2,3.0,2,1,이론+실험실습,,,,전창재,인공지능데이터사이언스학과,"수학통계학2, 호텔관광외식경영학2, 회화2",,본교 e-러닝강의,한국어,,
488,대양휴머니티칼리지,대양휴머니티칼리지,011320,012,인공지능과빅데이터,학문기초교양필수,,2,3.0,2,1,이론+실험실습,,,,전창재,인공지능데이터사이언스학과,"패션디자인2, 음악2, 체육학2, 무용2, 영화예술학2",,본교 e-러닝강의,한국어,,
489,대양휴머니티칼리지,대양휴머니티칼리지,011320,013,인공지능과빅데이터,학문기초교양필수,,2,3.0,2,1,이론+실험실습,,,,전창재,인공지능데이터사이언스학과,1~4학년 (대상학생 이외),,본교 e-러닝강의,한국어,,
490,대양휴머니티칼리지,대양휴머니티칼리지,011320,014,인공지능과빅데이터,학문기초교양필수,,2,3.0,2,1,이론+실험실습,,,,Abolghasem Sadeghi-Niaraki,컴퓨터공학과,외국인대상강좌(영어과정),,,영어,Y,
491,대양휴머니티칼리지,대양휴머니티칼리지,011320,015,인공지능과빅데이터,학문기초교양필수,,2,3.0,2,1,이론+실험실습,,월 수 16:30~18:00,집302,Kumar Abhishek,컴퓨터공학과,외국인대상강좌(영어과정),,,영어,Y,
492,대양휴머니티칼리지,대양휴머니티칼리지,011321,001,인공지능활용,학문기초교양필수,,2,3.0,2,1,이론+실험실습,,,,최우석,대양휴머니티칼리지,"국어국문학, 바이오융합공학2 대상강좌",,본교 e-러닝강의,한국어,,
493,대양휴머니티칼리지,대양휴머니티칼리지,011321,002,인공지능활용,학문기초교양필수,,2,3.0,2,1,이론+실험실습,,,,최우석,대양휴머니티칼리지,"국어국문학과2, 바이오융합공학과2 대상강좌",,본교 e-러닝강의,한국어,,
494,대양휴머니티칼리지,대양휴머니티칼리지,011322,001,고급인공지능활용,학문기초교양필수,,2,3.0,2,1,이론+실험실습,,,충B107,최우석,대양휴머니티칼리지,"데이터사이언스학, 인공지능학2 대상강좌",,본교 e-러닝강의,한국어,,
495,대양휴머니티칼리지,대양휴머니티칼리지,011322,002,고급인공지능활용,학문기초교양필수,,2,3.0,2,1,이론+실험실습,,,충B107,최우석,대양휴머니티칼리지,"기계공학, 나노신소재공학, 양자원자력공학2 대상강좌",,본교 e-러닝강의,한국어,,
496,대양휴머니티칼리지,대양휴머니티칼리지,011322,003,고급인공지능활용,학문기초교양필수,,2,3.0,2,1,이론+실험실습,,,충B107,최우석,대양휴머니티칼리지,"건축공학, 건축학, 건설환경공학2 대상강좌",,본교 e-러닝강의,한국어,,
497,대양휴머니티칼리지,대양휴머니티칼리지,009489,001,세계사:인간과문명,교양선택,사상과역사,2,3.0,3,0,이론,Y,수 금 09:00~10:30,집401,박효근,대양휴머니티칼리지,21학번 및 이전 2~4학년,,,한국어,,Y
498,대양휴머니티칼리지,대양휴머니티칼리지,009489,002,세계사:인간과문명,교양선택,사상과역사,2,3.0,3,0,이론,Y,수 금 10:30~12:00,집401,박효근,대양휴머니티칼리지,21학번 및 이전 2~4학년,,,한국어,,Y
499,대양휴머니티칼리지,대양휴머니티칼리지,009489,003,세계사:인간과문명,교양선택,사상과역사,2,3.0,3,0,이론,,월 수 13:30~15:00,집401,이지은,대양휴머니티칼리지,외국인대상강좌(영어과정),,,영어,Y,
500,대양휴머니티칼리지,대양휴머니티칼리지,009489,004,세계사:인간과문명,교양선택,사상과역사,2,3.0,3,0,이론,,화 목 15:00~16:30,집401,박선영,대양휴머니티칼리지,외국인대상강좌(한국어과정),,,한국어,Y,
501,대양휴머니티칼리지,대양휴머니티칼리지,009034,001,디자인이노베이션,교양선택,자기계발과진로,2,3.0,1,0,이론,Y,화 14:00~16:00,진604,김영은,창의소프트학부 디자인이노베이션전공,2~4학년 전체,,,한국어,,
502,대양휴머니티칼리지,대양휴머니티칼리지,000496,001,교육심리,교직,,2,2.0,2,0,이론,Y,목 14:00~16:00,광108A,박정애,교육학과,교직이수자 2학년 수강과목,,,한국어,,
503,대양휴머니티칼리지,대양휴머니티칼리지,000496,002,교육심리,교직,,2,2.0,2,0,이론,Y,목 16:30~18:30,광108A,박정애,교육학과,교직이수자 2학년 수강과목,,,한국어,,
504,대양휴머니티칼리지,대양휴머니티칼리지,000512,001,교육철학및교육사,교직,,2,2.0,2,0,이론,Y,월 14:00~16:00,광108A,이영주,교육학과,교직이수자 2학년 수강과목,,,한국어,,
505,대양휴머니티칼리지,대양휴머니티칼리지,000512,002,교육철학및교육사,교직,,2,2.0,2,0,이론,Y,월 16:30~18:30,광108A,이영주,교육학과,교직이수자 2학년 수강과목,,,한국어,,
506,대양휴머니티칼리지,대양휴머니티칼리지,011183,001,취창업과진로설계,공통교양필수,역량강화,3,1.0,1,0,이론,,,,하진용,대양휴머니티칼리지,"3~5학년 대상과목, 진로/취업파트",,본교 e-러닝강의,한국어,,Y
507,대양휴머니티칼리지,대양휴머니티칼리지,011183,002,취창업과진로설계,공통교양필수,역량강화,3,1.0,1,0,이론,,,,하진용,대양휴머니티칼리지,"3~5학년 대상과목, 진로/취업파트",,본교 e-러닝강의,한국어,,Y
508,대양휴머니티칼리지,대양휴머니티칼리지,011183,003,취창업과진로설계,공통교양필수,역량강화,3,1.0,1,0,이론,,,,하진용,대양휴머니티칼리지,"3~5학년 대상과목, 진로/취업파트",,본교 e-러닝강의,한국어,,Y
509,대양휴머니티칼리지,대양휴머니티칼리지,011183,004,취창업과진로설계,공통교양필수,역량강화,3,1.0,1,0,이론,,,,황보현,대양휴머니티칼리지,"3~5학년 대상과목, 창업파트",,본교 e-러닝강의,한국어,,Y
510,대양휴머니티칼리지,대양휴머니티칼리지,011183,005,취창업과진로설계,공통교양필수,역량강화,3,1.0,1,0,이론,,,,황보현,대양휴머니티칼리지,"3~5학년 대상과목, 창업파트",,본교 e-러닝강의,한국어,,Y
511,대양휴머니티칼리지,대양휴머니티칼리지,000476,001,교육방법및교육공학,교직,,3,2.0,2,0,이론,Y,금 14:00~16:00,광108A,이용운,교육학과,교직이수자 3학년 수강과목,,,한국어,,
512,대양휴머니티칼리지,대양휴머니티칼리지,000476,002,교육방법및교육공학,교직,,3,2.0,2,0,이론,Y,금 16:30~18:30,광108A,이용운,교육학과,교직이수자 3학년 수강과목,,,한국어,,
513,대양휴머니티칼리지,대양휴머니티칼리지,008337,001,특수교육학개론,교직,,3,2.0,2,0,이론,Y,수 14:00~16:00,광108A,권현수,교육학과,교직이수자 3학년 수강과목,PBL강의,,한국어,,
514,대양휴머니티칼리지,대양휴머니티칼리지,008337,002,특수교육학개론,교직,,3,2.0,2,0,이론,Y,수 16:30~18:30,광108A,권현수,교육학과,교직이수자 3학년 수강과목,PBL강의,,한국어,,
515,대양휴머니티칼리지,대양휴머니티칼리지,010534,001,학교폭력예방및학생의이해,교직,,3,2.0,2,0,이론,Y,화 14:00~16:00,광108A,장혜원,교육학과,교직이수자 3학년 수강과목,PBL강의,,한국어,,
516,대양휴머니티칼리지,대양휴머니티칼리지,010534,002,학교폭력예방및학생의이해,교직,,3,2.0,2,0,이론,Y,화 16:30~18:30,광108A,장혜원,교육학과,교직이수자 3학년 수강과목,PBL강의,,한국어,,
517,대양휴머니티칼리지,대양휴머니티칼리지,010654,001,안전및조직관리사례연구,무관후보생교육,,3,2.0,0,4,실험실습,,월 수 08:30~10:30,다323,,대양휴머니티칼리지,학군단 3학년 대상과목,,,한국어,,
518,대양휴머니티칼리지,대양휴머니티칼리지,010352,001,English Listening Practice 1,교양필수,학문기초,4,2.0,2,0,이론,,화 13:30~15:00,Lab-E,Laura Fitch,대양휴머니티칼리지,2~4학년,블렌디드강의,,영어,,
519,대양휴머니티칼리지,대양휴머니티칼리지,010352,002,English Listening Practice 1,교양필수,학문기초,4,2.0,2,0,이론,,목 13:30~15:00,Lab-C,Young In Chang,대양휴머니티칼리지,2~4학년,블렌디드강의,,영어,,
520,대양휴머니티칼리지,대양휴머니티칼리지,010352,003,English Listening Practice 1,교양필수,학문기초,4,2.0,2,0,이론,,목 13:30~15:00,Lab-D,김현아,대양휴머니티칼리지,2~4학년,블렌디드강의,,영어,,
521,대양휴머니티칼리지,대양휴머니티칼리지,010352,004,English Listening Practice 1,교양필수,학문기초,4,2.0,2,0,이론,,월 13:30~15:00,Lab-E,Laura Fitch,대양휴머니티칼리지,2~4학년,블렌디드강의,,영어,,
522,대양휴머니티칼리지,대양휴머니티칼리지,010354,001,English Reading Practice 1,교양필수,학문기초,4,2.0,2,0,이론,,화 13:30~15:00,Lab-B,Kyle F McCullagh,대양휴머니티칼리지,2~4학년,블렌디드강의,,영어,,
523,대양휴머니티칼리지,대양휴머니티칼리지,010354,002,English Reading Practice 1,교양필수,학문기초,4,2.0,2,0,이론,,목 13:30~15:00,Lab-A,Kyle F McCullagh,대양휴머니티칼리지,2~4학년,블렌디드강의,,영어,,
524,대양휴머니티칼리지,대양휴머니티칼리지,010354,003,English Reading Practice 1,교양필수,학문기초,4,2.0,2,0,이론,,금 13:30~15:00,Lab-F,Michael Andrew Dirks,대양휴머니티칼리지,2~4학년,블렌디드강의,,영어,,
525,대양휴머니티칼리지,대양휴머니티칼리지,010354,004,English Reading Practice 1,교양필수,학문기초,4,2.0,2,0,이론,,월 12:00~13:30,세202,Gordon Maccoy,대양휴머니티칼리지,2~4학년,블렌디드강의,,영어,,
526,대양휴머니티칼리지,대양휴머니티칼리지,010354,005,English Reading Practice 1,교양필수,학문기초,4,2.0,2,0,이론,,화 13:30~15:00,Lab-A,Michael Andrew Dirks,대양휴머니티칼리지,2~4학년,블렌디드강의,,영어,,
527,대양휴머니티칼리지,대양휴머니티칼리지,010354,006,English Reading Practice 1,교양필수,학문기초,4,2.0,2,0,이론,,목 12:00~13:30,Lab-A,Maria Choe,대양휴머니티칼리지,2~4학년,블렌디드강의,,영어,,
528,대양휴머니티칼리지,대양휴머니티칼리지,010354,007,English Reading Practice 1,교양필수,학문기초,4,2.0,2,0,이론,,목 10:30~12:00,Lab-A,Maria Choe,대양휴머니티칼리지,2~4학년,블렌디드강의,,영어,,
529,대양휴머니티칼리지,대양휴머니티칼리지,010354,008,English Reading Practice 1,교양필수,학문기초,4,2.0,2,0,이론,,수 12:00~13:30,세202,Gordon Maccoy,대양휴머니티칼리지,2~4학년,블렌디드강의,,영어,,
530,대양휴머니티칼리지,대양휴머니티칼리지,010354,009,English Reading Practice 1,교양필수,학문기초,4,2.0,2,0,이론,,수 12:00~13:30,세108,Maria Choe,대양휴머니티칼리지,2~4학년,블렌디드강의,,영어,,
531,대양휴머니티칼리지,대양휴머니티칼리지,010354,010,English Reading Practice 1,교양필수,학문기초,4,2.0,2,0,이론,,금 12:00~13:30,세108,Maria Choe,대양휴머니티칼리지,2~4학년,블렌디드강의,,영어,,
532,대양휴머니티칼리지,대양휴머니티칼리지,010354,011,English Reading Practice 1,교양필수,학문기초,4,2.0,2,0,이론,,목 13:30~15:00,세108,Maria Choe,대양휴머니티칼리지,2~4학년,블렌디드강의,,영어,,
533,대양휴머니티칼리지,대양휴머니티칼리지,010354,012,English Reading Practice 1,교양필수,학문기초,4,2.0,2,0,이론,,화 13:30~15:00,세108,Gordon Maccoy,대양휴머니티칼리지,2~4학년,블렌디드강의,,영어,,
534,대양휴머니티칼리지,대양휴머니티칼리지,010354,013,English Reading Practice 1,교양필수,학문기초,4,2.0,2,0,이론,,수 13:30~15:00,세108,Todd Tate,대양휴머니티칼리지,2~4학년,블렌디드강의,,영어,,
535,대양휴머니티칼리지,대양휴머니티칼리지,010354,014,English Reading Practice 1,교양필수,학문기초,4,2.0,2,0,이론,,수 15:00~16:30,세108,Todd Tate,대양휴머니티칼리지,2~4학년,블렌디드강의,,영어,,
536,대양휴머니티칼리지,대양휴머니티칼리지,009780,001,고전특강,교양선택,사상과역사,4,1.0,0,2,실험실습,,월 15:00~17:00,광106,양승준,대양휴머니티칼리지,4~5학년 대상과목,,,한국어,,Y
537,대양휴머니티칼리지,대양휴머니티칼리지,009780,002,고전특강,교양선택,사상과역사,4,1.0,0,2,실험실습,,화 13:00~15:00,군109B,인현정,대양휴머니티칼리지,4~5학년 대상과목,,,한국어,,Y
538,대양휴머니티칼리지,대양휴머니티칼리지,009780,003,고전특강,교양선택,사상과역사,4,1.0,0,2,실험실습,,수 13:00~15:00,광211,이영민,대양휴머니티칼리지,4~5학년 대상과목,,,한국어,,Y
539,대양휴머니티칼리지,대양휴머니티칼리지,009780,004,고전특강,교양선택,사상과역사,4,1.0,0,2,실험실습,,목 13:00~15:00,군109B,양정현,대양휴머니티칼리지,4~5학년 대상과목,,,한국어,,Y
540,대양휴머니티칼리지,대양휴머니티칼리지,009780,005,고전특강,교양선택,사상과역사,4,1.0,0,2,실험실습,,금 10:00~12:00,군109B,최정윤,대양휴머니티칼리지,4~5학년 대상과목,,,한국어,,Y
541,대양휴머니티칼리지,대양휴머니티칼리지,000534,001,교육행정및교육경영,교직,,4,2.0,2,0,이론,Y,목 16:30~18:30,광109,이수정,교육학과,교직이수자 4학년 수강과목,PBL강의,,한국어,,
542,대양휴머니티칼리지,대양휴머니티칼리지,010656,001,조직리더십사례연구,무관후보생교육,,4,2.0,0,4,실험실습,,월 수 08:30~10:30,다319,,대양휴머니티칼리지,학군단 4학년 대상과목,,,한국어,,
543,인문과학대학,국어국문학과,011839,001,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,금 18:00~19:00,집301,김승구,국어국문학과,,,,한국어,,
544,인문과학대학,국어국문학과,000607,001,국어학개론,전공선택,,1,3.0,3,0,이론,,월 수 15:00~16:30,집301,이상훈,국어국문학과,,,,한국어,,
545,인문과학대학,국어국문학과,010436,001,국어어문생활의실제,전공선택,,1,3.0,3,0,이론,,월 수 12:00~13:30,집301,이상훈,국어국문학과,,,,한국어,,
546,인문과학대학,국어국문학과,003727,001,향가여요론,전공선택,,2,3.0,3,0,이론,,금 12:00~15:00,집301,조경은,국어국문학과,,,,한국어,,
547,인문과학대학,국어국문학과,008369,001,한국근대소설론,전공선택,,2,3.0,3,0,이론,,월 수 10:30~12:00,집301,최진옥,국어국문학과,,,,한국어,,
548,인문과학대학,국어국문학과,008484,001,한국문학과영상문화,전공선택,,2,3.0,3,0,이론,,월 수 09:00~10:30,집301,최진옥,국어국문학과,,,,한국어,,
549,인문과학대학,국어국문학과,007946,001,한국고전소설론,전공필수,,3,3.0,3,0,이론,Y,금 09:00~12:00,집301,조경은,국어국문학과,,,,한국어,,
550,인문과학대학,국어국문학과,007947,001,한국현대희곡론,전공선택,,3,3.0,3,0,이론,Y,금 12:00~15:00,집404B,최진옥,국어국문학과,,,,한국어,,
551,인문과학대학,국어국문학과,008232,001,국어교과교재연구및지도법,전공선택,,3,3.0,3,0,이론,Y,화 목 09:00~10:30,집301,오은하,국어국문학과,,,,한국어,,
552,인문과학대학,국어국문학과,008317,001,국어논리및논술,전공선택,,3,3.0,3,0,이론,Y,화 목 10:30~12:00,집301,오은하,국어국문학과,,,,한국어,,
553,인문과학대학,국어국문학과,008368,001,한국문화와한국어교육,전공선택,,3,3.0,3,0,이론,Y,월 수 13:30~15:00,집301,박근희,국어국문학과,,,,한국어,,
554,인문과학대학,국어국문학과,008490,001,한국문학의역사,전공선택,,4,3.0,3,0,이론,Y,금 15:00~18:00,집301,김승구,국어국문학과,,,,한국어,,
555,인문과학대학,국어국문학과,010112,001,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,화 18:00~19:00,,김승구,국어국문학과,,,,한국어,,
556,인문과학대학,국어국문학과,010112,002,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,화 18:00~19:00,,심지영,국어국문학과,,,,한국어,,
557,인문과학대학,국어국문학과,010437,001,국어화용론,전공선택,,4,3.0,3,0,이론,Y,화 목 12:00~13:30,집301,심지영,국어국문학과,,,,한국어,,
558,인문과학대학,국제학부,011839,001,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,목 18:00~19:00,,이경랑,국제학부,,,,한국어,,
559,인문과학대학,국제학부,011839,002,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,화 18:00~19:00,,김도형,국제학부,,,,한국어,,
560,인문과학대학,국제학부,011839,003,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,월 18:00~19:00,집309,노성호,국제학부,,,,한국어,,
561,인문과학대학,국제학부,008739,001,현대중국의이해,전공선택,,1,3.0,3,0,이론,,월 수 16:30~18:00,집309,이문기,국제학부,,,,한국어,,
562,인문과학대학,국제학부,009611,001,초급중국어,전공선택,,1,3.0,3,0,이론,,화 목 13:30~15:00,집404B,강필임,국제학부,,,,한국어,,
563,인문과학대학,국제학부,009611,002,초급중국어,전공선택,,1,3.0,3,0,이론,,화 목 15:00~16:30,집404B,강필임,국제학부,,,,한국어,,
564,인문과학대학,국제학부,011630,001,일본문화의이해,전공선택,,1,3.0,3,0,이론,,월 수 13:30~15:00,집404A,이승준,국제학부,,,,한국어,,
565,인문과학대학,국제학부,011640,001,초급일본어2,전공선택,,1,3.0,3,0,이론,,화 목 12:00~13:30,집502,이병진,국제학부,,,,한국어,,
566,인문과학대학,국제학부,011640,002,초급일본어2,전공선택,,1,3.0,3,0,이론,,화 목 13:30~15:00,집502,김효숙,국제학부,,,,한국어,,
567,인문과학대학,국제학부,011774,001,미래사회와언어데이터,전공선택,,1,3.0,3,0,이론,,수 12:00~15:00,집408,곽은주,국제학부,,PBL강의,,한국어,,
568,인문과학대학,국제학부,011777,001,언어와문화의번역,전공선택,,1,3.0,3,0,이론,,금 12:00~15:00,집403,진실로,국제학부,,,,한국어,,
569,인문과학대학,국제학부 영어영문학전공,007774,001,영어어휘와발음,전공필수,,2,3.0,3,0,이론,,화 목 10:30~12:00,집403,오수진,국제학부 영어영문학전공,,,,한국어,,
570,인문과학대학,국제학부 영어영문학전공,002161,001,영미단편소설,전공선택,,2,3.0,3,0,이론,,월 수 15:00~16:30,집403,석아영,국제학부 영어영문학전공,,,,한국어,,
571,인문과학대학,국제학부 영어영문학전공,006554,001,국제업무와영어,전공선택,,2,3.0,3,0,이론,,월 10:30~13:30,집403,이동영,국제학부 영어영문학전공,,,,한국어,,
572,인문과학대학,국제학부 영어영문학전공,007649,001,현대사회와영어,전공선택,,2,3.0,3,0,이론,,화 목 09:00~10:30,집403,오수진,국제학부 영어영문학전공,,,,한국어,,
573,인문과학대학,국제학부 영어영문학전공,007777,001,영어토론과발표,전공선택,,2,3.0,3,0,이론,,목 12:00~15:00,집403,변혜원,국제학부 영어영문학전공,,,,한국어,,
574,인문과학대학,국제학부 영어영문학전공,002238,001,영어통사론,전공필수,,3,3.0,3,0,이론,,목 10:30~13:30,집503,김수연,국제학부 영어영문학전공,,,,영어,,
575,인문과학대학,국제학부 영어영문학전공,002238,002,영어통사론,전공필수,,3,3.0,3,0,이론,Y,화 목 13:30~15:00,집503,옥성수,국제학부 영어영문학전공,,,,한국어,,
576,인문과학대학,국제학부 영어영문학전공,007927,001,미국사회와문학,전공필수,,3,3.0,3,0,이론,Y,수 12:00~15:00,집403,강자모,국제학부 영어영문학전공,,,,한국어,,
577,인문과학대학,국제학부 영어영문학전공,008233,001,영어교과교재연구및지도법,전공선택,,3,3.0,3,0,이론,Y,목 10:30~13:30,집408,이경랑,국제학부 영어영문학전공,,PBL강의,,한국어,,
578,인문과학대학,국제학부 영어영문학전공,008318,001,영어논리및논술,전공선택,,3,3.0,3,0,이론,Y,화 10:30~13:30,집408,이경랑,국제학부 영어영문학전공,,PBL강의,,한국어,,
579,인문과학대학,국제학부 영어영문학전공,007932,001,영미명작의세계,전공선택,,4,3.0,3,0,이론,Y,월 수 13:30~15:00,집503,석아영,국제학부 영어영문학전공,,,,한국어,,
580,인문과학대학,국제학부 영어영문학전공,010112,001,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,목 18:00~19:00,,곽은주,국제학부 영어영문학전공,,,,한국어,,
581,인문과학대학,국제학부 영어영문학전공,010112,002,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,목 18:00~19:00,,김수연,국제학부 영어영문학전공,,,,한국어,,
582,인문과학대학,국제학부 영어영문학전공,010112,003,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,목 18:00~19:00,,이경랑,국제학부 영어영문학전공,,,,한국어,,
583,인문과학대학,국제학부 영어영문학전공,010112,004,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,목 18:00~19:00,,이동영,국제학부 영어영문학전공,,,,한국어,,
584,인문과학대학,국제학부 일어일문학전공,010377,001,일본어회화,전공선택,,2,3.0,3,0,이론,,월 수 15:00~16:30,집502,성지현,국제학부 일어일문학전공,,,,한국어,,
585,인문과학대학,국제학부 일어일문학전공,011619,001,고급일본어,전공선택,,2,3.0,3,0,이론,,화 목 15:00~16:30,집404A,이승준,국제학부 일어일문학전공,,,,한국어,,
586,인문과학대학,국제학부 일어일문학전공,011626,001,일본문장리터러시,전공선택,,2,3.0,3,0,이론,,월 수 09:00~10:30,집404A,김영주,국제학부 일어일문학전공,,,,한국어,,
587,인문과학대학,국제학부 일어일문학전공,009087,001,일문학과역사,전공필수,,3,3.0,3,0,이론,Y,화 목 10:30~12:00,집404A,김효숙,국제학부 일어일문학전공,,,,한국어,,
588,인문과학대학,국제학부 일어일문학전공,009091,001,일본지역연구,전공필수,,3,3.0,3,0,이론,Y,월 수 13:30~15:00,집702,이병진,국제학부 일어일문학전공,,,,한국어,,
589,인문과학대학,국제학부 일어일문학전공,009091,002,일본지역연구,전공필수,,3,3.0,3,0,이론,Y,월 수 15:00~16:30,집702,이병진,국제학부 일어일문학전공,,,,한국어,,
590,인문과학대학,국제학부 일어일문학전공,008319,001,일본어논리및논술,전공선택,,3,3.0,3,0,이론,Y,월 수 12:00~13:30,집404A,성지현,국제학부 일어일문학전공,,,,한국어,,
591,인문과학대학,국제학부 일어일문학전공,011637,001,일본의현대문학,전공선택,,3,3.0,3,0,이론,Y,화 목 12:00~13:30,집404A,이승준,국제학부 일어일문학전공,,,,한국어,,
592,인문과학대학,국제학부 일어일문학전공,006408,001,일본어능력시험,전공필수,,4,0.0,0,0,이론,Y,,,김도형,국제학부 일어일문학전공,,,,한국어,,
593,인문과학대학,국제학부 일어일문학전공,008402,001,한일비교문화론,전공필수,,4,3.0,3,0,이론,Y,화 목 13:30~15:00,집404A,김도형,국제학부 일어일문학전공,,,,한국어,,
594,인문과학대학,국제학부 일어일문학전공,008402,002,한일비교문화론,전공필수,,4,3.0,3,0,이론,Y,화 목 16:30~18:00,집404A,김도형,국제학부 일어일문학전공,,,,한국어,,
595,인문과학대학,국제학부 일어일문학전공,010112,001,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,목 18:00~19:30,,김도형,국제학부 일어일문학전공,,,,한국어,,
596,인문과학대학,국제학부 일어일문학전공,010112,002,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,목 18:00~19:30,,김효숙,국제학부 일어일문학전공,,,,한국어,,
597,인문과학대학,국제학부 일어일문학전공,010112,003,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,목 18:00~19:30,,이병진,국제학부 일어일문학전공,,,,한국어,,
598,인문과학대학,국제학부 일어일문학전공,010112,004,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,목 18:00~19:30,,이승준,국제학부 일어일문학전공,,,,한국어,,
599,인문과학대학,국제학부 일어일문학전공,010384,001,일본어교육론,전공선택,,4,3.0,3,0,이론,Y,금 15:00~18:00,집701,정혜경,국제학부 일어일문학전공,,,,한국어,,
600,인문과학대학,국제학부 중국통상학전공,008742,001,국제통상개론,전공필수,,2,3.0,3,0,이론,,월 수 10:30~12:00,집408,노성호,국제학부 중국통상학전공,,,,한국어,,
601,인문과학대학,국제학부 중국통상학전공,007751,001,중급중국어2,전공선택,,2,3.0,3,0,이론,,화 목 15:00~16:30,집309,임미주,국제학부 중국통상학전공,,,,한국어,,
602,인문과학대학,국제학부 중국통상학전공,009498,001,중급중국어연습2,전공선택,,2,3.0,3,0,이론,,월 금 15:00~16:30,집404B,김미라,국제학부 중국통상학전공,,,,한국어,,
603,인문과학대학,국제학부 중국통상학전공,008758,001,중국어능력시험,전공필수,,3,0.0,0,0,이론,Y,,집404B,노성호,국제학부 중국통상학전공,,,,한국어,,
604,인문과학대학,국제학부 중국통상학전공,009506,001,중국문학과문화,전공필수,,3,3.0,3,0,이론,Y,화 목 10:30~12:00,집404B,강필임,국제학부 중국통상학전공,,,,한국어,,
605,인문과학대학,국제학부 중국통상학전공,010520,001,중한회화연습2,전공필수,,3,3.0,3,0,이론,Y,월 수 10:30~12:00,집309,BAI GUIHUA,국제학부 중국통상학전공,,,,한국어,,
606,인문과학대학,국제학부 중국통상학전공,010390,001,무역실무와e트레이드,전공선택,,3,3.0,3,0,이론,Y,화 목 12:00~13:30,집404B,최필수,국제학부 중국통상학전공,,PBL강의,,한국어,,
607,인문과학대학,국제학부 중국통상학전공,009505,001,중국과세계,전공선택,,4,3.0,3,0,이론,Y,월 수 16:30~18:00,집404B,이원경,국제학부 중국통상학전공,,,,한국어,,
608,인문과학대학,국제학부 중국통상학전공,010112,001,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,화 18:00~19:00,집309,강필임,국제학부 중국통상학전공,,,,한국어,,
609,인문과학대학,국제학부 중국통상학전공,010112,002,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,화 18:00~19:00,집309,이문기,국제학부 중국통상학전공,,,,한국어,,
610,인문과학대학,국제학부 중국통상학전공,010112,003,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,화 18:00~19:00,집309,노성호,국제학부 중국통상학전공,,,,한국어,,
611,인문과학대학,국제학부 중국통상학전공,010112,004,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,화 18:00~19:00,집309,최필수,국제학부 중국통상학전공,,,,한국어,,
612,인문과학대학,국제학부 중국통상학전공,010525,001,통상회화연습,전공선택,,4,3.0,3,0,이론,Y,월 수 13:30~15:00,집404B,HE YUGANG,국제학부 중국통상학전공,,,,한국어,,
