순번,개설대학,개설학과전공,학수번호,분반,교과목명,이수구분,선택영역,"학년
(학기)",학점,이론,실습,"수업
유형","학점교류
수강가능",요일 및 강의시간,강의실,"메인
교수명",주관학과,수강대상및유의사항,강좌유형,사이버강좌,강의언어,"외국인
전용","내국인
전용"
1181,생명과학대학,생명시스템학부 바이오융합공학전공,010112,016,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,화 18:00~19:00,,좌남수,생명시스템학부 바이오융합공학전공,,,,한국어,,
1182,생명과학대학,생명시스템학부 바이오융합공학전공,010112,017,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,화 18:00~19:00,,하정실,생명시스템학부 바이오융합공학전공,,,,한국어,,
1183,생명과학대학,생명시스템학부 바이오융합공학전공,010112,018,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,화 18:00~19:00,,홍석만,생명시스템학부 바이오융합공학전공,,,,한국어,,
1184,생명과학대학,생명시스템학부 바이오융합공학전공,010112,019,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,화 18:00~19:00,,이영주,생명시스템학부 바이오융합공학전공,,,,한국어,,
1185,생명과학대학,생명시스템학부 바이오산업자원공학전공,001468,001,분석화학,전공선택,,2,3.0,3,0,이론,,금 12:00~15:00,광714,박창진,생명시스템학부 바이오산업자원공학전공,,PBL강의,,한국어,,
1186,생명과학대학,생명시스템학부 바이오산업자원공학전공,001468,002,분석화학,전공선택,,2,3.0,3,0,이론,,화 목 12:00~13:30,광714,박창진,생명시스템학부 바이오산업자원공학전공,,PBL강의,,한국어,,
1187,생명과학대학,생명시스템학부 바이오산업자원공학전공,005100,001,식물학,전공선택,,2,3.0,3,0,이론,,화 목 13:30~15:00,이205,김경남,생명시스템학부 바이오산업자원공학전공,,,,한국어,,
1188,생명과학대학,생명시스템학부 바이오산업자원공학전공,008987,001,바이오자원공학,전공선택,,2,3.0,3,0,이론,,월 수 12:00~13:30,이205,윤미용,생명시스템학부 바이오산업자원공학전공,,,,한국어,,
1189,생명과학대학,생명시스템학부 바이오산업자원공학전공,009706,001,일반생화학,전공선택,,2,3.0,3,0,이론,,월 수 10:30~12:00,이205,심성철,생명시스템학부 바이오산업자원공학전공,,,,한국어,,
1190,생명과학대학,생명시스템학부 바이오산업자원공학전공,009857,001,분자생물학및실험,전공선택,,2,3.0,2,2,이론+실험실습,,월 수 13:30~15:30,"충604,광201",심성철,생명시스템학부 바이오산업자원공학전공,,,,한국어,,
1191,생명과학대학,생명시스템학부 바이오산업자원공학전공,006116,001,식물유전공학및실험,전공필수,,3,3.0,2,2,이론+실험실습,,화 목 10:00~12:00,"이205,충604",김경남,생명시스템학부 바이오산업자원공학전공,,,,영어,,
1192,생명과학대학,생명시스템학부 바이오산업자원공학전공,006116,002,식물유전공학및실험,전공필수,,3,3.0,2,2,이론+실험실습,,화 목 15:00~17:00,"이205,충604",김경남,생명시스템학부 바이오산업자원공학전공,,,,영어,,
1193,생명과학대학,생명시스템학부 바이오산업자원공학전공,009688,001,식물육종학및실험,전공필수,,3,3.0,2,2,이론+실험실습,Y,월 수 09:00~11:00,"충604,광201",박한용,생명시스템학부 바이오산업자원공학전공,,,,한국어,,
1194,생명과학대학,생명시스템학부 바이오산업자원공학전공,009688,002,식물육종학및실험,전공필수,,3,3.0,2,2,이론+실험실습,Y,월 수 11:30~13:30,"충604,광201",박한용,생명시스템학부 바이오산업자원공학전공,,,,한국어,,
1195,생명과학대학,생명시스템학부 바이오산업자원공학전공,005607,001,식물발달생물학,전공선택,,3,3.0,3,0,이론,Y,월 수 15:00~16:30,이205,황성빈,생명시스템학부 바이오산업자원공학전공,,,,한국어,,
1196,생명과학대학,생명시스템학부 바이오산업자원공학전공,008977,001,채소학,전공선택,,3,3.0,3,0,이론,Y,금 09:00~12:00,광714,송기환,생명시스템학부 바이오산업자원공학전공,,PBL강의,,한국어,,
1197,생명과학대학,생명시스템학부 바이오산업자원공학전공,009671,001,바이오폴리머공학,전공선택,,3,3.0,3,0,이론,Y,화 목 12:00~13:30,이205,심재경,생명시스템학부 바이오산업자원공학전공,,,,한국어,,
1198,생명과학대학,생명시스템학부 바이오산업자원공학전공,009683,001,식물세포생물학,전공선택,,3,3.0,3,0,이론,Y,월 수 13:30~15:00,이205,김현욱,생명시스템학부 바이오산업자원공학전공,,,,한국어,,
1199,생명과학대학,생명시스템학부 바이오산업자원공학전공,006115,001,환경생물학,전공선택,,4,3.0,3,0,이론,Y,월 수 16:30~18:00,이205,황성빈,생명시스템학부 바이오산업자원공학전공,,,,한국어,,
1200,생명과학대학,생명시스템학부 바이오산업자원공학전공,009675,001,식물기능유전체학,전공선택,,4,3.0,3,0,이론,Y,금 09:00~12:00,이205,김동관,생명시스템학부 바이오산업자원공학전공,,,,한국어,,
1201,생명과학대학,생명시스템학부 바이오산업자원공학전공,009676,001,항체공학,전공선택,,4,3.0,3,0,이론,Y,금 12:00~15:00,이205,심재경,생명시스템학부 바이오산업자원공학전공,,,,한국어,,
